Time,Q_reach_279,Q_reach_196,Q_reach_276,Q_reach_377
31-Oct-2023 00:15,2.89818292365907e-05,2.96276455833279e-05,0,1.30832245520836e-07
31-Oct-2023 00:30,0.000103114778673507,0.00019238760424343,0,3.58933991316511e-05
31-Oct-2023 00:45,0.000213263578294212,0.000642316135109309,0,0.000163185925380388
31-Oct-2023 01:00,0.000403868234325773,0.00147361675996405,0,0.000376185689393193
31-Oct-2023 01:15,0.00082945430063435,0.00260187889110193,0,0.000612639171695473
31-Oct-2023 01:30,0.00180487634640091,0.00375074968109003,0,0.000829651215446284
31-Oct-2023 01:45,0.00388869778216229,0.00458859098736334,0,0.00102856745065655
31-Oct-2023 02:00,0.00798092861646096,0.00491376297357381,0,0.00123147422690405
31-Oct-2023 02:15,0.0153770712842057,0.00473831179591917,0,0.00146360887610622
31-Oct-2023 02:30,0.0277078880080626,0.00429913824202048,0,0.00175613690555628
31-Oct-2023 02:45,0.0467298450500812,0.00396121225544861,0,0.00216185407913703
31-Oct-2023 03:00,0.0740031933923787,0.00396756846218587,1.24261229652944e-05,0.00277827803883372
31-Oct-2023 03:15,0.110556873865463,0.00429747653402207,0.000795854624633941,0.00378162511837081
31-Oct-2023 03:30,0.156658554400283,0.00477621490899797,0.00648734781052215,0.00711492766792392
31-Oct-2023 03:45,0.211776442594326,0.00531754729369729,0.0210969997866111,0.0189584542208176
31-Oct-2023 04:00,0.293260554726115,0.0066239018471305,0.046634987372557,0.0603160847771704
31-Oct-2023 04:15,0.694723098032648,0.185999549868728,0.091218621079979,0.162425632379259
31-Oct-2023 04:30,1.57332986833909,0.600461649685021,0.131771571060311,0.356575360791663
31-Oct-2023 04:45,3.13831321361612,1.46611253511062,0.164374350534652,0.657018902323968
31-Oct-2023 05:00,5.49830163747283,2.7477768184236,0.188712279233172,1.0707519873117
31-Oct-2023 05:15,8.34875519891177,4.18298059917465,0.20534616168432,1.61172406439924
31-Oct-2023 05:30,11.2814683609951,5.64868270062439,0.215833900622746,2.30195458614382
31-Oct-2023 05:45,14.0395985025295,6.94616429032654,0.222420184801142,3.16715929453326
31-Oct-2023 06:00,16.5411690961044,8.00452014661414,0.22674310639076,4.23274909247981
31-Oct-2023 06:15,18.7639768270347,8.79940814027522,0.229661252920162,5.52001060062506
31-Oct-2023 06:30,20.6991413742252,9.35120633080264,0.231656343670772,7.04142957313351
31-Oct-2023 06:45,22.3594576488442,9.70419314098699,0.233085404345299,8.79536394819429
31-Oct-2023 07:00,23.7902171220706,9.90796379876939,0.234231276367219,10.7621593793822
31-Oct-2023 07:15,25.0639479766041,10.0066952050176,0.235183737149799,12.9040243375496
31-Oct-2023 07:30,26.2644730227317,10.0347193702747,0.235874018238898,15.1691453559806
31-Oct-2023 07:45,27.4704605333678,10.0162409169254,0.236226528938461,17.4985721443427
31-Oct-2023 08:00,28.7454376578142,9.96737472218476,0.236235654191262,19.8337279830987
31-Oct-2023 08:15,30.1354254562068,9.89870387805098,0.235970397646566,22.1228943676879
31-Oct-2023 08:30,31.6713619619438,9.81727965261761,0.235616901977589,24.3258598131322
31-Oct-2023 08:45,33.3726480958881,9.72787794722091,0.23553035322776,26.4165330476071
31-Oct-2023 09:00,35.2491354227756,9.63373830085743,0.236146867865119,28.3836347785182
31-Oct-2023 09:15,37.3004616740632,9.53702748437361,0.237748265178075,30.2297526098304
31-Oct-2023 09:30,39.5133600552028,9.43916263837843,0.240283069777541,31.9691628454646
31-Oct-2023 09:45,41.8591222587574,9.34112486432411,0.24340415981316,33.6248881941848
31-Oct-2023 10:00,44.2928733240233,9.24855448513797,0.246661580764101,35.2254493198206
31-Oct-2023 10:15,46.7559804918337,9.15860179567623,0.249678558983381,36.801681499383
31-Oct-2023 10:30,49.1820398776803,9.07074083696166,0.252215131137702,38.3838528142495
31-Oct-2023 10:45,51.5046558996328,8.98747185596299,0.254145881172706,39.9991839746039
31-Oct-2023 11:00,53.6644700071161,8.90983554706308,0.255422317573972,41.6697806892744
31-Oct-2023 11:15,55.6139276160786,8.83373284967675,0.256055366018018,43.4109728444745
31-Oct-2023 11:30,57.3198232672384,8.7551591290822,0.256152891505074,45.2300978159804
