Time,qL_reach_279,qL_reach_196,qL_reach_276,qL_reach_377
31-Oct-2023 00:15,0,6.35354692246515e-22,0,0
31-Oct-2023 00:30,0,6.27773600168781e-22,0,0
31-Oct-2023 00:45,0,6.20282966157686e-22,0,0
31-Oct-2023 01:00,0,6.12881710861901e-22,0,0
31-Oct-2023 01:15,0,6.05568767808983e-22,0,0
31-Oct-2023 01:30,0,5.98343083251704e-22,0,0
31-Oct-2023 01:45,0,5.91203616016218e-22,0,0
31-Oct-2023 02:00,0,5.84149337352027e-22,0,0
31-Oct-2023 02:15,0,5.77179230783749e-22,0,0
31-Oct-2023 02:30,0,5.70292291964653e-22,0,0
31-Oct-2023 02:45,0,5.63487528531933e-22,0,0
31-Oct-2023 03:00,0,5.5676395996372e-22,0,0
31-Oct-2023 03:15,0,5.50120617437793e-22,2.79311079907307e-39,0
31-Oct-2023 03:30,0,5.43556543691977e-22,0.000903688085821896,0
31-Oct-2023 03:45,0,5.37070792886213e-22,0.00213096385966666,0
31-Oct-2023 04:00,0.0147426831620255,5.30662430466262e-22,0.00230518376077245,0.000448438582999114
31-Oct-2023 04:15,0.204602829106895,0.105474801689521,0.00940747616370568,0.000447443152816776
31-Oct-2023 04:30,0.341967158232025,0.164700252193037,0.00937315662128459,0.000446450398875195
31-Oct-2023 04:45,0.36226577489181,0.208859811077918,0.00936932108170472,0.000445460311813591
31-Oct-2023 05:00,0.374023936581499,0.222645943085107,0.00933524860136678,0.000444472882312405
31-Oct-2023 05:15,0.378657738455262,0.236965099074424,0.00930131837336754,0.000443488101093086
31-Oct-2023 05:30,0.383265205419509,0.307908861966689,0.00926752974850887,0.000442505958917892
31-Oct-2023 05:45,0.379823509549268,0.307148125778775,0.00923388208072342,0.000441526446589678
31-Oct-2023 06:00,0.376415783284735,0.303696342275792,0.00920037472705894,0.000440549554951694
31-Oct-2023 06:15,0.373041664397434,0.300284436680464,0.00916700704766274,0.000439575274887383
31-Oct-2023 06:30,0.369700794762003,0.296911938131099,0.00913377840576628,0.000438603597320175
31-Oct-2023 06:45,0.366392820307533,0.293578381296355,0.00910068816766971,0.000437634513213291
31-Oct-2023 07:00,0.363117390969505,0.290283306441669,0.00906773570272662,0.000436668013569537
31-Oct-2023 07:15,0.359874160642314,0.28702625936086,0.00903492038332878,0.000435704089431109
31-Oct-2023 07:30,0.356662787132384,0.283806791308577,0.00900224158489102,0.000434742731879394
31-Oct-2023 07:45,0.353482932111846,0.280624458933591,0.00896969868583612,0.000433783932034772
31-Oct-2023 08:00,0.350334261072797,0.277478824212909,0.00893729106757982,0.000432827681056422
31-Oct-2023 08:15,0.347216443282107,0.2743694543867,0.00890501811451591,0.000431873970142125
31-Oct-2023 08:30,0.344129151736789,0.271295921894043,0.00887287921400139,0.000430922790528073
31-Oct-2023 08:45,0.341072063119911,0.268257804309449,0.00884087375634168,0.000429974133488671
31-Oct-2023 09:00,0.338044857757052,0.26525468428019,0.00880900113477595,0.000429027990336354
31-Oct-2023 09:15,0.335047219573283,0.262286149464388,0.00877726074546249,0.000428084352421386
31-Oct-2023 09:30,0.332078836050684,0.25935179246988,0.00874565198746415,0.000427143211131679
31-Oct-2023 09:45,0.329139398186372,0.25645121611461,0.00871417426273389,0.000426204557892599
31-Oct-2023 10:00,0.32622860045105,0.256109487956389,0.00868282697610038,0.000425268384166782
31-Oct-2023 10:15,0.32334614074806,0.253245695470827,0.00865160953525368,0.000424334681453944
31-Oct-2023 10:30,0.320491720372928,0.250414852441441,0.00862052135073096,0.000423403441290696
31-Oct-2023 10:45,0.317665043973418,0.247649883182013,0.00858956183590238,0.000422474655250363
31-Oct-2023 11:00,0.314865819510063,0.244883525031946,0.00855873040695691,0.000421548314942795
31-Oct-2023 11:15,0.312093758217183,0.242148968767975,0.00852802648288838,0.00042062441201419
31-Oct-2023 11:30,0.309348574564371,0.239445840344485,0.00849744948548143,0.000419702938146905
31-Oct-2023 11:45,0.306629986218464,0.236773772018362,0.00846699883929769,0.000418783885059284
31-Oct-2023 12:00,0.306771476502441,0.23413239689609,0.00843667397166193,0.00041786724450547
31-Oct-2023 12:15,0.304086308284027,0.231521552926985,0.00840647431264828,0.000416953008275233
31-Oct-2023 12:30,0.301427041377313,0.228940482840706,0.00837639929506664,0.000416041168193787
31-Oct-2023 12:45,0.298793404853773,0.226389036543098,0.00834644835444897,0.000415131716121617
31-Oct-2023 13:00,0.296185130806986,0.223866866082058,0.00831662092903578,0.000414224643954299
31-Oct-2023 13:15,0.293601954317229,0.221373627670987,0.00828691645976271,0.000413319943622329
31-Oct-2023 13:30,0.291043613416489,0.218908981638103,0.00825733439024703,0.000412417607090949
31-Oct-2023 13:45,0.288509849053909,0.216472592376378,0.00822787416677442,0.000411517626359967
31-Oct-2023 14:00,0.288834124333597,0.214064128294093,0.00819853523828559,0.000410619993463596
31-Oct-2023 14:15,0.301199487523491,0.211683261765997,0.00816931705636314,0.000409724700470272
31-Oct-2023 14:30,0.298598321166559,0.209329669085082,0.00814021907521844,0.00040883173948249
31-Oct-2023 14:45,0.298935548816273,0.207038692005689,0.00811124075167853,0.000407941102636633
31-Oct-2023 15:00,0.299359794383487,0.20474103927042,0.00808238154517312,0.000407052782102804
31-Oct-2023 15:15,0.296792960135868,0.20246707337146,0.00805364091772168,0.000406166770084655
31-Oct-2023 15:30,0.294250436364447,0.200219127050237,0.00802501833392055,0.000405283058819225
31-Oct-2023 15:45,0.291731972558893,0.197997096018858,0.00799651326093016,0.000404401640576771
31-Oct-2023 16:00,0.289237320971283,0.195802520022393,0.00796812516846229,0.000403522507660605
31-Oct-2023 16:15,0.286766236584007,0.193630800510254,0.00793985352876734,0.000402645652406929
31-Oct-2023 16:30,0.28431847707806,0.191483903021297,0.00791169781662183,0.000401771067184668
31-Oct-2023 16:45,0.281893802801716,0.189361537018326,0.00788365750931576,0.000400898744395317
31-Oct-2023 17:00,0.279491976739591,0.187263675385635,0.00785573208664018,0.000400028676472769
31-Oct-2023 17:15,0.277112764482062,0.185189515522456,0.00782792103087475,0.000399160855883162
31-Oct-2023 17:30,0.274755934195067,0.183139033402473,0.00780022382677541,0.000398295275124714
31-Oct-2023 17:45,0.27242125659027,0.181111954890465,0.00777263996156204,0.000397431926727569
31-Oct-2023 18:00,0.270108504895578,0.17910800637158,0.00774516892490632,0.000396570803253635
31-Oct-2023 18:15,0.267817454826019,0.177126917493298,0.00771781020891946,0.000395711897296426
31-Oct-2023 18:30,0.265547884554971,0.175168421125879,0.00769056330814018,0.000394855201480913
31-Oct-2023 18:45,0.263299574685734,0.173232253323292,0.00766342771952261,0.000394000708463357
31-Oct-2023 19:00,0.261072308223446,0.171318153284631,0.00763640294242436,0.000393148410931166
31-Oct-2023 19:15,0.258865870547342,0.169425863316002,0.00760948847859452,0.000392298301602731
31-Oct-2023 19:30,0.256680049383336,0.167555128792882,0.0075826838321619,0.000391450373227279
31-Oct-2023 19:45,0.254514634776944,0.165705698122936,0.00755598850962316,0.000390604618584721
31-Oct-2023 20:00,0.252369419066523,0.163877322709296,0.00752940201983108,0.000389761030485495
31-Oct-2023 20:15,0.250244196856842,0.162069756914287,0.00750292387398291,0.000388919601770422
31-Oct-2023 20:30,0.248138764992959,0.160282758023605,0.00747655358560871,0.000388080325310552
31-Oct-2023 20:45,0.24605292253442,0.158516086210928,0.00745029067055982,0.000387243194007015
31-Oct-2023 21:00,0.243986470729764,0.156769504502967,0.00742413464699733,0.000386408200790875
31-Oct-2023 21:15,0.241939212991338,0.155042778744945,0.00739808503538064,0.000385575338622982
31-Oct-2023 21:30,0.239910954870405,0.153335677566498,0.00737214135845612,0.000384744600493823
31-Oct-2023 21:45,0.237901504032563,0.151647972347999,0.00734630314124569,0.000383915979423377
31-Oct-2023 22:00,0.235910670233448,0.149979437187289,0.00732056991103563,0.000383089468460973
31-Oct-2023 22:15,0.233938265294735,0.148329848866827,0.00729494119736532,0.000382265060685141
31-Oct-2023 22:30,0.23198410308042,0.146698986821227,0.00726941653201612,0.000381442749203472
