time,TOS01004379,TOS01004411,TOS01004521,TOS01004568,TOS01004571,TOS01004591,TOS01004621,TOS01004623,TOS01004625,TOS01004642,TOS01004659,TOS01004679,TOS01004702,TOS01004723,TOS01004731,TOS01004779,TOS01004782,TOS01004791,TOS01004811,TOS01004839,TOS01004875,TOS01004921,TOS01004941,TOS01004965,TOS01004967,TOS01004971,TOS01004981,TOS01005001,TOS01005005,TOS01005115,TOS01005131,TOS01005135,TOS01005151,TOS01005181,TOS01005191,TOS03004513,TOS03004515,TOS03004517,TOS03004519,TOS03004847,TOS03004851,TOS03004863,TOS03004871,TOS03005141
2023-11-04 12:45:00,2.721,32.748,3.041,0.384,54.92,57.817,11.596,4.951,19.893,41.557,86.512,97.94,0,1.297,2.229,8.837,15.504,20.165,186.386,7.273,88.258,1.935,243.93,2.103,0,2.508,0,292.581,2.761,2.614,5.705,1.051,2.463,317.716,336.201,0.106,0.256,0.332,1.442,10.828,6.961,38.476,4.214,8.818
2023-11-04 13:00:00,2.721,32.748,3.041,0.339,54.92,57.817,11.596,4.619,19.893,40.788,86.512,100.35,0,1.297,2.229,9.136,15.504,20.165,182.909,7.273,87.855,1.935,242.483,2.103,0,2.508,0,290.796,2.761,2.614,5.625,1.051,2.31,315.769,332.639,0.092,0.248,0.366,1.396,10.663,6.712,37.948,4.099,8.713
2023-11-04 13:14:59,2.721,32.748,3.041,0.295,54.92,57.817,10.798,4.619,19.547,40.788,86.512,100.35,0,1.297,2.229,8.545,15.504,20.165,182.909,7.094,87.052,1.935,241.037,2.103,0,2.43,0,289.012,2.761,2.614,5.54,1.016,2.31,313.822,332.639,0.106,0.248,0.366,1.354,10.497,6.712,37.421,4.099,8.505
2023-11-04 13:30:00,2.721,32.175,3.041,0.252,54.92,57.817,10.798,4.619,19.547,40.023,86.512,100.35,0,1.297,2.102,8.545,14.887,19.93,181.171,7.094,86.652,1.935,239.599,2.103,0,2.43,0,286.335,2.696,2.614,5.54,1.016,2.31,311.875,329.101,0.092,0.248,0.366,1.354,10.497,6.588,36.634,4.099,8.402
2023-11-04 13:45:00,2.621,32.175,3.041,0.21,54.233,57.817,10,4.619,19.547,40.023,85.414,100.35,0,1.196,2.102,8.545,14.887,19.698,177.694,7.094,85.86,1.935,238.16,2.103,0,2.43,0,285.443,2.566,2.614,5.448,0.982,2.31,309.928,325.563,0.106,0.273,0.506,1.396,10.497,6.464,36.372,4.099,8.197
2023-11-04 14:00:00,2.621,32.748,3.041,0.21,53.547,57.817,9.401,4.619,19.547,39.263,85.414,100.35,0,1.297,2.102,8.253,14.271,19.698,177.694,6.916,85.467,2.173,236.731,2.103,0,2.43,0,283.659,2.566,2.614,5.35,0.947,2.161,307.982,325.563,0.092,0.273,0.562,1.396,10.332,6.34,35.848,3.985,8.094
2023-11-04 14:15:00,2.621,32.175,3.041,0.21,52.134,57.817,10,4.619,19.547,39.263,85.414,100.35,0,1.297,2.102,8.253,14.271,19.469,174.217,6.916,84.684,2.173,235.301,2.022,0,2.43,0,281.875,2.566,2.614,5.35,0.92,2.015,306.036,322.049,0.079,0.273,0.562,1.396,10.166,6.217,35.326,3.871,7.892
2023-11-04 14:30:00,2.621,31.602,3.041,0.295,49.923,57.817,10,4.619,19.547,38.509,84.316,100.35,0,1.297,2.102,8.253,14.271,19.469,174.217,6.916,84.294,2.173,233.881,2.022,0,2.43,0,280.09,2.761,2.614,5.249,0.92,2.015,304.091,318.535,0.079,0.256,0.366,1.354,10.166,6.093,35.065,3.871,7.793
2023-11-04 14:45:00,2.621,31.602,3.041,0.21,49.923,56.553,9.401,4.619,19.547,37.759,84.316,97.94,0,1.297,2.229,8.545,14.271,19.469,174.217,6.738,83.519,2.173,233.881,2.103,0,2.43,0,278.305,2.761,2.614,5.249,0.894,2.015,300.201,318.535,0.079,0.256,0.366,1.312,10.166,6.093,35.065,3.871,7.694
2023-11-04 15:00:00,2.621,31.602,2.835,0.21,49.17,57.817,10,4.619,19.547,37.759,84.316,97.94,0,1.297,2.229,8.545,14.271,19.249,172.478,6.738,83.519,1.935,232.462,2.022,0,2.43,0,276.521,2.761,2.614,5.149,0.894,2.015,298.257,315.046,0.092,0.248,0.332,1.312,10.001,5.969,35.065,3.871,7.5
2023-11-04 15:15:00,2.621,31.029,2.835,0.21,49.17,57.817,9.401,4.619,19.547,37.015,84.316,97.94,0,1.297,2.229,7.977,14.271,19.249,172.478,6.738,83.519,1.935,232.462,2.103,0,2.43,0,274.737,2.761,2.614,5.149,0.867,2.015,296.313,311.556,0.092,0.256,0.332,1.312,10.001,5.847,34.282,3.758,7.406
2023-11-04 15:30:00,2.621,31.029,2.835,0.21,49.17,57.817,10,4.619,19.547,37.015,84.316,97.94,0,1.297,2.102,8.545,13.654,19.044,172.478,6.56,82.749,1.935,231.053,2.022,0,2.43,0,272.952,2.761,2.436,5.05,0.867,2.015,294.37,308.092,0.092,0.248,0.332,1.312,10.001,5.847,34.282,3.758,7.311
2023-11-04 15:45:00,2.621,31.029,2.835,0.21,49.17,57.817,9.401,4.619,19.547,37.015,84.316,97.94,0,1.297,2.102,7.977,13.654,19.044,170.739,6.56,82.366,1.709,231.053,2.103,0,2.355,0,272.06,2.761,2.436,5.05,0.846,2.015,292.428,308.092,0.106,0.241,0.332,1.312,9.836,5.725,34.282,3.758,7.127
2023-11-04 16:00:00,2.52,30.456,2.835,0.295,49.17,57.817,9.401,4.288,19.547,37.015,83.228,97.94,0,1.399,2.102,7.977,13.654,18.862,172.478,6.382,81.983,1.709,229.643,1.859,0,2.355,0,270.276,2.761,2.259,4.953,0.846,2.015,290.486,304.628,0.092,0.248,0.332,1.271,10.001,5.725,33.501,3.871,7.037
2023-11-04 16:14:59,2.52,30.456,2.835,0.21,49.17,57.817,9.401,4.288,19.547,37.015,84.316,95.399,0,1.399,2.102,8.253,13.654,18.862,170.739,6.56,81.602,1.709,229.643,1.94,0,2.355,0,268.492,2.761,2.436,4.953,0.846,2.015,288.545,304.628,0.092,0.241,0.332,1.271,10.001,5.602,33.501,3.871,6.947
2023-11-04 16:30:00,2.52,30.456,2.835,0.21,49.17,57.817,9.401,4.288,19.547,36.276,84.316,95.399,0,1.399,2.102,7.977,13.042,18.862,170.739,6.382,81.221,1.709,228.245,2.022,0,2.28,0,266.707,2.761,2.259,4.856,0.824,2.015,286.604,301.19,0.092,0.226,0.332,1.229,10.001,5.725,33.24,3.871,6.859
2023-11-04 16:45:00,2.52,29.883,2.835,0.21,49.17,57.817,8.802,4.288,19.547,36.276,84.316,95.399,0,1.399,2.229,7.701,13.042,18.72,167.261,6.382,80.842,1.709,226.847,2.103,0,2.28,0,265.815,2.761,2.259,4.761,0.803,1.738,284.664,297.753,0.092,0.226,0.332,1.229,9.836,5.725,32.72,3.758,6.684
2023-11-04 17:00:00,2.52,29.883,2.835,0.21,49.17,56.553,7.449,4.288,19.547,36.276,84.316,95.399,0,1.399,2.229,7.977,13.042,18.72,167.261,6.382,80.463,1.709,226.847,2.103,0,2.28,0,264.03,2.761,2.259,4.667,0.803,1.607,282.725,297.753,0.092,0.219,0.297,1.202,10.001,5.602,32.72,3.758,6.598
2023-11-04 17:15:00,2.42,29.883,2.835,0.21,49.17,55.289,6.578,4.288,19.547,35.542,83.228,95.399,0,1.399,2.229,7.977,12.429,18.72,167.261,6.382,80.085,1.709,225.46,1.94,0,2.28,0,263.138,2.761,2.084,4.667,0.803,1.607,280.787,294.341,0.079,0.219,0.297,1.175,9.836,5.602,32.72,3.645,6.513
2023-11-04 17:30:00,2.42,29.31,2.835,0.21,49.17,55.289,6.578,4.288,19.547,35.542,84.316,95.399,0,1.399,2.229,7.977,12.429,18.72,167.261,6.382,79.332,1.709,225.46,1.94,0,2.206,0,261.354,2.761,2.259,4.574,0.785,1.607,278.849,290.93,0.065,0.219,0.297,1.175,9.836,5.48,32.72,3.645,6.429
2023-11-04 17:45:00,2.42,29.31,2.63,0.21,49.17,54.044,6.578,4.288,19.201,34.813,83.228,95.399,0,1.399,2.229,7.977,12.429,18.571,167.261,6.382,78.955,1.5,224.074,2.022,0,2.206,0,259.569,2.631,2.259,4.482,0.785,1.607,278.849,290.93,0.065,0.219,0.297,1.149,9.836,5.48,32.46,3.645,6.346
2023-11-04 18:00:00,2.42,29.31,2.63,0.21,49.17,54.044,6.578,4.288,19.201,34.813,83.228,95.399,0,1.399,2.102,7.977,12.429,18.571,163.78,6.56,78.58,1.5,222.7,1.94,0,2.206,0,258.677,2.566,2.084,4.39,0.767,1.607,276.913,287.557,0.079,0.219,0.297,1.149,9.836,5.358,31.941,3.645,6.262
2023-11-04 18:15:00,2.42,29.31,2.63,0.21,49.17,52.799,6.578,4.288,19.201,34.813,83.228,95.399,0,1.399,2.229,7.701,12.429,18.571,162.04,6.56,78.205,1.5,222.7,1.859,0,2.206,0,256.893,2.501,2.084,4.39,0.767,1.607,274.976,287.557,0.079,0.219,0.297,1.149,9.671,5.24,31.941,3.645,6.18
2023-11-04 18:30:00,2.42,29.31,2.63,0.295,49.17,52.799,6.578,4.288,19.201,34.09,82.139,95.399,0,1.399,2.229,7.701,12.429,18.378,162.04,6.56,77.832,1.5,221.326,1.94,0,2.206,0,256.001,2.501,2.084,4.299,0.749,1.607,273.042,284.183,0.092,0.219,0.297,1.149,9.671,5.24,31.161,3.645,6.098
2023-11-04 18:45:00,2.32,28.737,2.63,0.21,49.17,52.799,6.578,4.288,19.201,34.09,81.062,95.399,0,1.399,2.229,7.701,12.429,18.378,162.04,6.56,77.458,1.5,219.965,1.859,0,2.132,0,254.216,2.501,2.084,4.209,0.749,1.607,271.108,280.856,0.079,0.219,0.332,1.149,9.671,5.122,30.902,3.645,6.017
2023-11-04 19:00:00,2.32,28.737,2.63,0.21,49.17,52.799,5.297,4.288,19.201,34.09,81.062,95.399,0,1.399,2.229,7.701,12.429,18.163,160.3,6.56,77.085,1.5,219.965,2.022,0,2.132,0,253.324,2.501,2.084,4.12,0.749,1.363,269.175,280.856,0.106,0.219,0.332,1.124,9.671,5.122,30.384,3.645,5.936
2023-11-04 19:14:59,2.32,28.737,2.63,0.21,49.17,51.576,4.915,3.956,18.855,33.373,79.986,95.399,0,1.399,2.229,7.701,12.429,18.163,160.3,6.738,76.34,1.5,218.604,1.859,0,2.132,0,252.432,2.501,2.084,4.12,0.749,1.25,267.243,277.528,0.106,0.219,0.297,1.124,9.506,5.122,30.125,3.645,5.856
2023-11-04 19:30:00,2.32,28.737,2.63,0.21,49.17,51.576,4.188,3.956,18.855,33.373,78.923,95.399,0,1.297,2.229,7.209,11.817,17.938,156.819,6.56,75.968,1.5,218.604,2.022,0,2.132,0,251.539,2.501,2.084,4.031,0.733,1.25,265.313,277.528,0.092,0.219,0.297,1.124,9.506,5.122,29.607,3.645,5.776
2023-11-04 19:45:00,2.32,28.164,2.63,0.21,49.17,51.576,4.188,3.956,18.855,33.373,77.86,95.399,0,1.399,2.229,7.209,11.817,17.938,156.819,6.56,75.226,1.5,217.257,1.859,0,2.132,0,249.755,2.566,2.084,3.943,0.733,1.25,263.384,274.243,0.092,0.212,0.332,1.124,9.506,5.003,29.349,3.534,5.697
2023-11-04 20:00:00,2.32,28.164,2.424,0.21,49.17,51.576,3.843,3.956,18.855,32.662,77.86,92.698,0,1.196,2.229,7.455,11.817,17.938,156.819,6.382,74.856,1.5,217.257,1.859,0,2.132,0,248.863,2.566,2.084,3.943,0.733,1.25,263.384,274.243,0.092,0.226,0.332,1.124,9.341,5.003,28.832,3.534,5.619
2023-11-04 20:15:00,2.32,28.164,2.424,0.21,49.17,51.576,3.179,3.956,18.855,32.662,77.86,92.698,0,1.095,2.229,7.455,11.817,17.709,156.819,6.382,74.117,1.5,215.91,1.859,0,2.132,0,247.971,2.501,2.084,3.856,0.717,1.25,261.457,270.959,0.079,0.241,0.297,1.099,9.341,5.003,28.575,3.534,5.541
2023-11-04 20:30:00,2.22,28.164,2.424,0.21,49.17,51.576,3.179,3.956,18.509,32.662,76.814,92.698,0,1.095,2.229,7.209,11.817,17.709,156.819,6.382,73.747,1.31,215.91,1.859,0,2.132,0,246.186,2.436,2.084,3.769,0.717,1.25,259.529,270.959,0.079,0.241,0.297,1.099,9.341,5.003,28.06,3.534,5.463
2023-11-04 20:45:00,2.22,28.164,2.424,0.21,49.17,50.353,4.533,3.956,18.509,31.956,76.814,92.698,0,1.095,2.229,7.209,11.315,17.709,153.337,6.382,73.008,1.31,214.577,1.94,0,2.132,0,245.294,2.371,2.084,3.769,0.717,1.25,259.529,267.715,0.079,0.234,0.297,1.073,9.341,4.885,27.803,3.534,5.386
2023-11-04 21:00:00,2.32,27.591,2.424,0.295,49.17,50.353,6.578,3.956,18.191,31.956,75.769,89.802,0,1.095,2.229,7.011,11.315,17.709,151.595,6.382,72.639,1.31,214.577,2.022,0,2.132,0,244.402,2.306,2.084,3.769,0.717,1.25,257.604,267.715,0.079,0.234,0.297,1.073,9.341,4.885,27.29,3.423,5.308
2023-11-04 21:15:00,2.32,27.591,2.424,0.21,49.17,50.353,7.886,3.956,18.191,31.956,75.769,89.802,0,1.095,2.229,7.209,11.315,17.478,151.595,6.382,71.903,1.31,213.245,1.94,0,2.206,0,243.51,2.306,2.084,3.682,0.701,1.25,255.68,264.471,0.079,0.234,0.297,1.073,9.176,4.885,27.29,3.423,5.231
2023-11-04 21:30:00,2.32,27.591,2.424,0.252,49.17,50.353,8.344,3.956,17.872,31.257,75.769,89.802,0,1.095,2.229,7.209,11.315,17.478,151.595,6.382,71.535,1.31,213.245,1.94,0,2.28,0,241.726,2.306,2.084,3.682,0.717,1.25,253.758,264.471,0.079,0.248,0.297,1.052,9.176,4.767,27.033,3.313,5.155
2023-11-04 21:45:00,2.32,27.591,2.424,0.252,49.17,50.353,8.802,3.956,17.554,31.257,75.769,89.802,0,1.095,2.102,7.011,11.315,17.478,151.595,6.382,70.8,1.31,213.245,1.94,0,2.355,0,240.833,2.306,2.084,3.596,0.717,1.25,253.758,261.265,0.092,0.241,0.297,1.073,9.176,4.767,26.522,3.313,5.079
2023-11-04 22:00:00,2.32,27.591,2.424,0.252,49.17,51.576,9.401,3.956,17.235,30.563,74.744,86.674,0,1.095,1.975,7.011,11.315,17.478,151.595,6.56,70.433,1.31,211.929,2.103,0,2.43,0,240.833,2.306,2.084,3.51,0.701,1.738,253.758,261.265,0.079,0.248,0.297,1.052,9.012,4.767,26.522,3.313,5.079
2023-11-04 22:14:59,2.32,27.018,2.424,0.252,49.17,51.576,9.401,4.288,17.235,30.563,74.744,86.674,0,1.095,1.975,7.209,11.817,17.478,149.853,6.382,70.066,1.31,211.929,1.859,0,2.43,0,239.941,2.306,2.084,3.51,0.701,2.62,253.758,261.265,0.079,0.241,0.265,1.052,9.012,4.767,26.522,3.205,5.155
2023-11-04 22:30:00,2.32,27.018,2.424,0.21,49.17,50.353,9.401,4.288,17.235,30.563,74.744,86.674,0,1.095,1.975,7.701,12.429,17.247,146.37,6.56,70.066,1.31,211.929,1.94,0,2.43,0,239.049,2.371,2.084,3.425,0.701,2.942,251.836,261.265,0.092,0.241,0.265,1.052,9.176,4.767,26.522,3.313,5.231
2023-11-04 22:45:00,2.32,27.018,2.424,0.21,49.17,50.353,9.401,4.288,16.917,29.876,74.744,86.674,0,1.095,1.847,8.253,12.429,17.247,148.112,7.094,69.699,1.31,211.929,1.94,0,2.355,0,239.049,2.306,2.084,3.425,0.717,2.62,251.836,261.265,0.079,0.248,0.265,1.031,9.836,5.003,26.522,3.313,5.231
2023-11-04 23:00:00,2.32,27.591,2.219,0.21,46.803,50.353,10,4.288,16.917,29.196,74.744,86.674,0,1.095,1.847,9.435,13.042,17.247,149.853,7.63,69.699,1.31,211.929,2.103,0,2.355,0,238.157,2.306,2.084,3.34,0.733,2.463,251.836,261.265,0.079,0.248,0.265,1.031,11.16,5.358,27.033,3.645,5.155
2023-11-04 23:15:00,2.32,27.591,2.219,0.295,42.567,49.154,9.401,4.619,16.917,28.521,74.744,86.674,0,1.095,1.847,10.041,14.271,17.247,149.853,8.523,69.332,1.31,211.929,2.103,0,2.28,0,238.157,2.306,2.084,3.256,0.717,2.463,249.918,261.265,0.092,0.248,0.265,1.006,13.646,5.969,28.317,4.446,5.155
2023-11-04 23:30:00,2.42,27.591,2.219,0.21,38.845,47.954,10.798,4.619,16.917,27.854,74.744,86.674,0,1.095,1.847,10.957,15.504,17.478,146.37,10.139,69.699,1.31,210.612,2.022,0,2.28,0,238.157,2.371,2.084,3.256,0.701,2.463,249.918,258.059,0.092,0.248,0.265,1.006,16.659,6.961,31.161,6.274,5.155
2023-11-04 23:45:00,2.42,27.591,2.219,0.21,36.86,47.954,11.596,4.951,16.917,27.193,73.719,86.674,0,1.095,1.847,12.882,16.13,17.709,146.37,12.521,70.066,1.31,209.312,2.103,0,2.206,0,237.265,2.371,2.084,3.171,0.701,2.78,249.918,258.059,0.092,0.256,0.265,1.006,20.425,8.456,34.804,9.433,5.079
2023-11-05 00:00:00,2.42,27.591,2.219,0.21,35.849,49.154,12.422,5.286,16.917,27.193,73.719,83.267,0,1.095,1.847,17.907,16.757,17.938,146.37,17.009,71.168,1.31,209.312,2.103,0,2.206,0,238.157,2.306,2.084,3.171,0.733,3.107,249.918,258.059,0.079,0.256,0.265,1.006,24.051,10.712,39.806,13.571,5.003
2023-11-05 00:15:00,2.42,24.728,2.219,0.21,35.849,47.954,14.096,5.621,16.633,26.54,73.719,83.267,0,1.095,1.847,24.588,19.277,18.571,146.37,22.966,73.377,1.31,210.612,2.103,0,2.132,0,239.049,2.371,2.084,3.171,0.803,3.445,249.918,258.059,0.079,0.256,0.233,1.006,27.861,13.88,46.361,18.132,5.231
2023-11-05 00:30:00,2.52,28.164,2.219,0.21,35.849,47.954,16.664,6.965,16.633,26.54,73.719,86.674,0,1.095,1.847,40.5,24.985,19.044,148.112,31.905,77.458,1.5,211.929,2.022,0,2.586,0,240.833,2.501,2.084,3.171,0.867,3.616,249.918,258.059,0.079,0.248,0.202,0.982,32.546,18.953,55.739,23.592,5.308
2023-11-05 00:45:00,2.52,28.737,2.219,0.295,35.849,47.954,22.559,9.36,16.917,25.893,73.719,86.674,0,1.739,1.975,65.54,30.704,19.93,146.37,38.085,82.366,1.709,213.245,1.94,0,2.746,0,242.618,2.761,2.084,3.088,0.867,4.141,249.918,258.059,0.079,0.256,0.233,0.982,37.609,22.812,67.267,31.136,5.231
2023-11-05 01:00:00,2.621,28.737,2.219,0.21,34.838,47.954,27.927,18.428,17.554,25.893,75.769,92.698,0,1.997,2.102,78.528,39.29,21.114,149.853,38.568,89.074,1.935,213.245,1.859,0,2.746,0,245.294,3.086,2.084,3.088,0.824,4.678,249.918,258.059,0.079,0.256,0.233,0.982,41.184,26.045,79.927,37.357,5.231
2023-11-05 01:14:59,2.52,29.31,2.219,0.21,34.838,50.353,33.03,25.528,18.855,28.521,78.923,97.94,0,1.997,2.102,79.191,64.767,22.304,151.595,37.129,97.414,2.424,213.245,2.642,0,2.908,0,247.971,3.216,2.436,3.171,0.803,5.408,249.918,258.059,0.065,0.264,0.265,0.982,42.474,29.112,93.346,43.177,5.155
2023-11-05 01:30:00,2.822,29.883,2.219,0.21,34.838,52.799,37.542,33.061,20.239,31.257,79.986,100.35,0,2.795,2.484,81.845,92.66,25.341,155.078,34.4,107.831,3.793,213.245,6.993,0,2.989,0,250.647,6.239,2.614,3.171,0.785,6.525,251.836,258.059,0.092,0.256,0.265,0.982,42.288,31.709,107.18,46.506,5.231
2023-11-05 01:45:00,3.225,29.883,2.219,0.21,34.838,52.799,40.523,41.53,22.075,31.956,78.923,100.35,0,3.087,3.402,85.834,103.315,28.79,158.559,33.552,119.924,5.028,213.245,9.071,0,3.406,0,251.539,17.107,3.515,3.256,0.767,7.475,251.836,258.059,0.092,0.264,0.265,0.982,41.184,33.618,118.677,48.82,5.079
2023-11-05 02:00:00,3.629,31.029,2.219,0.21,34.838,52.799,49.23,46.257,23.994,31.956,79.986,97.94,0,2.938,4.219,87.83,111.309,36.184,163.78,32.312,132.751,8.359,213.245,7.807,0,4.207,0,252.432,24.72,7.941,3.256,0.785,8.254,253.758,258.059,0.092,0.256,0.265,0.956,39.739,34.682,128.411,48.431,5.079
2023-11-05 02:15:00,4.356,31.602,2.219,0.21,34.838,54.044,53.214,47.465,25.976,32.662,82.139,97.94,0,3.721,4.632,91.825,116.644,61.64,175.956,31.502,147.391,12.553,214.577,6.597,0,5.617,0,252.432,28.529,14.282,3.34,0.785,10.324,255.68,258.059,0.106,0.248,0.265,0.956,38.315,35.252,135.039,47.657,5.079
2023-11-05 02:30:00,5.423,33.32,2.013,0.21,34.838,59.099,46.84,40.951,28.418,34.813,86.512,95.399,0,3.884,4.927,95.156,123.324,90.876,186.386,31.502,159.457,16.48,218.604,8.223,0,8.589,0,252.432,29.495,15.408,3.51,0.803,14.791,255.68,261.265,0.106,0.256,0.233,0.956,37.257,35.588,138.72,45.747,5.155
2023-11-05 02:45:00,7.43,35.039,2.013,0.21,35.849,70.925,36.871,35.836,30.906,43.11,87.618,95.399,0,4.222,5.099,92.492,130.029,108.216,196.814,31.1,169.113,18.795,222.7,13.936,0,11.662,0,252.432,29.253,14.65,3.682,0.824,18.967,257.604,261.265,0.106,0.256,0.265,0.956,36.205,35.476,140.859,43.903,5.155
2023-11-05 03:00:00,12.605,36.758,2.013,0.339,35.849,88.779,30.483,32.512,34.701,54.473,87.618,95.399,0,4.76,5.851,89.162,132.72,117.994,214.188,30.305,177.161,19.379,228.245,18.921,3.446,14.468,8.159,252.432,28.29,14.282,3.856,0.867,22.719,257.604,264.471,0.119,0.256,0.233,0.956,35.68,35.364,141.94,41.73,5.231
2023-11-05 03:15:00,22,39.051,2.013,0.339,35.849,105.948,27.927,29.79,39.863,61.335,89.837,97.94,0,5.529,7.813,87.83,131.374,122.935,229.82,31.905,182.779,19.379,233.881,22.104,5.434,16.036,8.866,252.432,27.112,14.282,4.209,0.947,25.951,259.529,264.471,0.106,0.256,0.265,0.931,35.157,35.028,141.94,40,5.386
2023-11-05 03:30:00,34,41.925,2.013,0.339,35.849,116.385,25.992,28.178,46.555,66.66,97.71,97.94,0,6.326,9.536,90.494,131.374,126.29,248.923,46.203,186.603,20.553,245.385,23.014,8.455,17.294,11.102,254.216,26.425,13.234,4.667,1.148,28.647,259.529,264.471,0.119,0.256,0.265,0.931,35.331,34.942,141.398,38.783,5.697
2023-11-05 03:45:00,43,44.828,2.013,0.429,35.849,121,25.331,26.583,54.379,74.012,113.045,100.35,0,8.79,10.228,95.822,128.683,129.147,269.76,80.59,190.308,21.143,258.616,23.014,12.187,18.239,17.567,257.785,25.761,12.59,5.35,2.295,31.422,261.457,264.471,0.106,0.248,0.265,0.905,36.731,34.769,141.398,37.916,6.346
2023-11-05 04:00:00,51,49.174,2.013,0.566,35.849,119.447,25.992,25.528,63.888,80.71,142.24,104.867,0,17.346,10.921,102.484,130.029,130.29,290.595,101.701,192.518,22.918,275.089,21.649,16.619,21.08,24.37,263.138,25.333,13.573,6.174,4.008,35.678,261.457,267.715,0.106,0.248,0.233,0.879,38.315,34.769,142.482,37.916,6.859
2023-11-05 04:14:59,56,59.108,2.013,0.612,35.849,114.873,27.286,23.963,80.084,95,189.715,111.139,0,31.505,11.269,106.482,138.142,130.29,311.429,98.992,194.726,25.896,291.777,19.83,21.402,25.192,31.558,270.276,25.761,15.025,7.189,6.008,41.862,263.384,267.715,0.106,0.248,0.233,0.905,40.098,34.942,144.122,38.49,7.406
2023-11-05 04:30:00,60,72.518,2.013,0.612,35.849,111.865,29.206,23.963,102.403,121.436,239.684,118.922,0,82,13.439,106.482,147.8,129.719,330.525,90.107,196.198,29.489,310.134,17.558,28.579,28.991,38.173,280.09,26.201,16.993,9.029,8.093,47.735,265.313,270.959,0.119,0.248,0.233,0.931,41.184,35.588,149.142,38.783,7.993
2023-11-05 04:45:00,62,95.579,2.013,0.566,35.849,114.873,29.206,23.963,124.07,145.597,272.053,126.085,0,133,21.059,105.816,150.595,129.719,347.885,84.016,197.67,34.895,328.585,16.197,32.682,32.791,45.98,290.796,28.051,17.812,11.322,10.787,53.614,269.175,270.959,0.106,0.248,0.233,0.931,41.733,38.455,156.923,38.783,8.713
2023-11-05 05:00:00,69,146.657,2.013,0.474,35.849,119.447,27.927,25.528,142.846,175.283,305.066,130.819,0,152,38.64,109.814,150.595,131.428,368.717,77.211,200.614,42.718,350.194,13.487,36.785,36.594,50.955,303.287,30.962,19.911,13.971,13.498,60,273.042,274.243,0.119,0.248,0.265,0.956,41.549,42.138,167.192,38.201,9.552
2023-11-05 05:15:00,86,222.589,2.219,0.474,35.849,125.706,26.639,27.645,155.788,208.16,344.45,138.359,0,151,62.805,118.491,149.193,134.828,386.077,73.89,203.558,50.557,370.338,11.697,42.259,41.042,50.955,316.671,33.184,22.488,16.575,15.729,65.729,280.787,280.856,0.131,0.248,0.265,0.931,41.002,45.21,175.131,37.357,10.607
2023-11-05 05:30:00,96,293.593,2.424,0.429,33.923,138.878,23.297,31.418,164.575,231.678,378.201,166.458,0,151,83.006,125.912,146.407,138.213,408.644,69.041,206.501,57.23,390.599,10.811,48.782,45.85,51.957,330.946,34.428,24.224,19.056,17.5,71.557,286.604,284.183,0.131,0.241,0.332,0.982,40.458,46.562,178.787,36.543,11.77
2023-11-05 05:45:00,100,353.202,2.835,0.384,33.923,147.462,19.288,31.418,171.247,244.165,413.175,235.32,0,136,93.421,113.147,143.633,142.714,427.74,60.767,209.444,64.676,411.006,10.372,55.676,50.794,54.975,345.223,35.682,25.532,21.386,19.9,75,296.313,290.93,0.131,0.256,0.689,1.006,39.918,47.376,178.787,35.496,12.836
2023-11-05 06:00:00,85,401.414,3.246,0.474,34.838,149.195,17.535,27.645,175.726,255.466,439.554,308.662,0,121,100,103.15,145.014,146.649,453.779,55.336,211.651,69.074,433.102,9.501,61.538,55.745,59.028,358.61,36.696,27.72,23.588,22.417,77.064,307.982,301.19,0.14,0.264,0.366,1.031,39.203,47.376,176.591,34.484,13.915
2023-11-05 06:15:00,65,440.68,3.452,0.474,34.838,147.462,22.559,27.645,177.979,260.507,465.324,353.92,0,108,102.277,107.148,147.8,151.144,488.497,52.06,213.123,69.074,456.874,9.071,63.951,60.581,65.171,372.003,37.47,28.597,25.593,24.449,76.666,319.664,311.556,0.14,0.264,0.366,0.905,38.492,46.562,173.675,33.26,15.218
2023-11-05 06:30:00,53,468.779,3.658,0.52,34.838,144.009,23.984,26.056,176.853,266.825,481.957,391.62,0,96,102.277,108.481,150.595,155.639,530.155,48.853,214.594,67.186,479.126,9.501,62.227,66.216,71.401,385.412,38.543,28.597,27.248,26.255,75.245,333.307,325.563,0.14,0.256,0.366,0.931,37.785,45.48,171.499,32.069,16.309
2023-11-05 06:45:00,45,490.096,3.864,0.612,38.845,138.878,23.984,24.485,172.364,270.624,494.233,426.473,0,88,101.134,102.484,150.595,157.886,575.269,44.626,214.594,64.676,501.424,9.501,57.745,71.852,75.618,399.754,38.816,29.036,28.814,27.187,73.18,348.91,339.763,0.14,0.264,0.408,0.956,36.906,44.107,167.906,31.136,17.404
2023-11-05 07:00:00,37,502.009,4.071,0.612,47.611,133.837,23.984,23.449,163.466,271.893,499.202,467.89,0,83,98.878,93.824,147.8,157.886,618.6,41.03,213.858,60.308,523.765,8.64,51.539,76.702,83.163,414.182,39.09,30.358,30.118,27.819,69.436,364.524,357.774,0.131,0.248,0.408,0.956,36.38,42.421,164.367,29.994,18.5
